thevalleyestate.com.au	unit		V21	V21_phone	1	1800 90 80 90	https://thevalleyestate.com.au/contact-us/
thevalleyestate.com.au	unit		V21	V21_online_request	1	ENQUIRE NOW	https://thevalleyestate.com.au/enquire-now/		No statement that submission confirms a booking; coded per §9.1 E4 as a request route, not instant booking.
thevalleyestate.com.au	unit		V21	V21_lowest_friction	form			https://thevalleyestate.com.au/wedding-enquiry-form/	No email/phone route is offered as lower-friction than the enquiry form on wedding-scope pages; the enquiry form is the lowest-friction route published.
thevalleyestate.com.au	group		V21	V21_group	0			whole scope	V21_instant_book, V21_messaging, V21_pack_request, V21_third_party, V21_calendar_shown, V21_pdf_form: none stated in captured scope.
thevalleyestate.com.au	unit		V22	V22_private_tour	1	organise a tour by appointment only	https://thevalleyestate.com.au/weddings/
thevalleyestate.com.au	unit		V22	V22_tour_by_appointment	1	organise a tour by appointment only	https://thevalleyestate.com.au/weddings/
thevalleyestate.com.au	unit		V22	V22_tour_booking_route	form	Register your interest, and we'll be in touch to organise an on-site meeting.	https://thevalleyestate.com.au/our-spaces/
thevalleyestate.com.au	unit		V22	V22_virtual_tour_offered	1	Experience our virtual 3D tour and check out the fixtures and fittings of our exclusive venue.	https://thevalleyestate.com.au/our-spaces/
thevalleyestate.com.au	group		V22	V22_group	0			whole scope	V22_open_day, V22_open_day_registration, V22_wedding_fair_attendance, V22_styled_shoot_event, V22_video_call_offered, V22_tour_required_before_booking, V22_no_tour_stated: none stated in captured scope.
thevalleyestate.com.au	unit		V23	V23_availability_stated	1	Our wedding diary is currently open until the end of 2027.	https://thevalleyestate.com.au/available-wedding-dates/		Individual future dates are also listed by month.
thevalleyestate.com.au	unit		V23	V23_max_advance	1	Our wedding diary is currently open until the end of 2027.	https://thevalleyestate.com.au/available-wedding-dates/
thevalleyestate.com.au	unit		V23	V23_available_dates_verbatim	SEPTEMBER 2026: Thursday 24th, Friday 25th; DECEMBER 2026: Thursday 17th, Thursday 31st; JANUARY 2027 (newly released): Saturday 2nd, Friday 8th, Friday 15th, Saturday 16th, Friday 22nd, Friday 29th; FEBRUARY 2027: Thursday 4th, Friday 5th, Thursday 11th; MARCH 2027: Thursday 4th, Thursday 11th, Thursday 18th, Friday 19th, Thursday 25th, Saturday 27th; APRIL 2027: Thursday 1st, Thursday 15th, Thursday 29th; MAY 2027: Thursday 6th, Thursday 13th, Friday 28th; JUNE 2027: Wednesday 9th; JULY 2027: Friday 2nd, Saturday 3rd, Friday 9th, Thursday 15th; AUGUST 2027: Friday 6th, Friday 13th, Thursday 19th	SEPTEMBER 2026 Thursday 24th September Friday 25th September ... AUGUST 2027 Friday 6th August Friday 13th August Thursday 19th August	https://thevalleyestate.com.au/available-wedding-dates/
thevalleyestate.com.au	group		V23	V23_group	0			whole scope	V23_lead_time, V23_days_available, V23_ceremony_slot_availability, V23_seasonal_limits, V23_weather_policy, V23_provisional_hold, V23_waitlist, V23_inspection_required: not explicitly stated as a rule; the recurring Thu/Fri/Sat pattern in the dates list is not itself a stated rule and is not coded per S3 (no inference).
thevalleyestate.com.au	unit		V24	V24_row_count	1				derived from §2.4 row construction (see offers table).
thevalleyestate.com.au	unit		V24	V24_pcr_count	1				derived from §2.5 PCR construction (see pcrs table).
thevalleyestate.com.au	unit		V24	V24_addons_listed	1	Would you like to include any of the following 'Additions'? (additional costs apply as detailed in our brochure)	https://thevalleyestate.com.au/wedding-enquiry-form/
thevalleyestate.com.au	unit		V24	V24_addon_count	10	Wedding Party Brunch, Wedding Party Lunch, Cheese Table, Seafood Platters, Oyster Bar, Charcuterie Table, One of The Valley Estate Carts, (Drinks or Gelati Cart), Bridal Party Bar Tab, Confetti Package, Champagne Tower	https://thevalleyestate.com.au/wedding-enquiry-form/		Ten separately named addition items.
thevalleyestate.com.au	unit		V24	V24_custom_offered	1	SELECT: Custom	https://thevalleyestate.com.au/wedding-enquiry-form/		Also: "understanding each couples' individual needs and catering for your every requirement" (/weddings/).
thevalleyestate.com.au	group		V24	V24_group	0			whole scope	V24_named_tiers, V24_tier_count, V24_comparison_table, V24_capacity_table, V24_rate_card, V24_recommended_tier, V24_elopement_tier_present, V24_ceremony_only_present, V24_inclusions_list_published, V24_exclusions_list_published, V24_supplier_list_published, V24_planning_guide_published: none published in captured scope.
thevalleyestate.com.au	unit		V25	V25_price_gate	1	the wedding brochure/s sent through to you	https://thevalleyestate.com.au/wedding-enquiry-form/		Only route to any figure is submitting the enquiry form's data-entry fields, which triggers a brochure to be sent afterward.
thevalleyestate.com.au	group		V25	V25_group	0			whole scope	V25_first_price_location=0 (no price anywhere in scope), V25_price_next_to_inclusions, V25_price_next_to_capacity, V25_price_count=0, V25_price_page_exists: no published figure exists anywhere in captured scope to place.
thevalleyestate.com.au	unit		V26	V26_gallery	1	## Our GAllery	https://thevalleyestate.com.au		Gallery section heading present on the home page.
thevalleyestate.com.au	unit		V26	V26_images_present	8	## Our GAllery	https://thevalleyestate.com.au		A gallery heading exists but this text-only capture does not preserve the underlying image markup or count, so presence cannot be confirmed either way from the slice alone.
thevalleyestate.com.au	unit		V26	V26_image_count_band	9			https://thevalleyestate.com.au		Image markup not present in this text-only capture.
thevalleyestate.com.au	unit		V26	V26_real_wedding_claim	1	From real weddings to styled shoots, our venue has been a favourite among couples and photographers alike for its natural beauty, rustic charm, and unparalleled hospitality.	https://thevalleyestate.com.au/media/
thevalleyestate.com.au	unit		V26	V26_real_wedding_features	1	Hailey and Joel celebrated their love at The Valley Estate in front of 80 guests, with a little supernatural assistance for blue skies and sunshine, as featured in QWeekend.	https://thevalleyestate.com.au/media/qweekend-hailey-joel/		One of many named real-wedding features republished on the venue's own media page.
thevalleyestate.com.au	unit		V26	V26_couple_identified	1	Hailey and Joel	https://thevalleyestate.com.au/media/qweekend-hailey-joel/		Couple named in caption/heading; recurs across most /media/ subpages.
thevalleyestate.com.au	unit		V26	V26_supplier_credit	1	Photos by Cassandra Ladru.	https://thevalleyestate.com.au/media/qweekend-hailey-joel/		Also "Photographed by Evernew Studio" recurs on several /media/ subpages.
thevalleyestate.com.au	unit		V26	V26_virtual_tour	1	Experience our virtual 3D tour and check out the fixtures and fittings of our exclusive venue.	https://thevalleyestate.com.au/our-spaces/
thevalleyestate.com.au	group		V26	V26_group	0			whole scope	V26_per_space_images, V26_stock_stated, V26_video_present, V26_floor_plan, V26_site_map, V26_dimensions_published, V26_capacity_chart, V26_seating_plan_example, V26_alt_text_present: none stated in captured scope.
thevalleyestate.com.au	unit		V27	V27_testimonial	1	I could not be more appreciative of my wedding coordinator, Lauren Bruton, and for Chelsea Herbert.	https://thevalleyestate.com.au/testimonials/
thevalleyestate.com.au	unit		V27	V27_testimonial_count_band	4 to 10			https://thevalleyestate.com.au/testimonials/		At least eight distinct testimonial blocks: Sinead & Joel; Kiani & Justin; Anissa & Josh (with a separate Peter and Sue quote and a Krista & Gareth quote); Sam & Chris; Alice and Michael; Amber & Riley.
thevalleyestate.com.au	unit		V27	V27_testimonial_attributed	1	Sinead & Joel	https://thevalleyestate.com.au/testimonials/
thevalleyestate.com.au	unit		V27	V27_award	1	the winner of the 2023 Woman of the Year award	https://thevalleyestate.com.au/media/gold-coast-bulletin-cherie-uzan-women-of-the-year/		Award to venue founder/owner Cherie Uzan, published on the venue's own media page.
thevalleyestate.com.au	unit		V27	V27_press_feature	1	featured in the Spring 2025 edition of Ocean Road magazine	https://thevalleyestate.com.au/media/ocean-road-magazine-chloe-josh/		One of many named magazine/press features (QWeekend, Ocean Road Magazine, Vogue, Hello May Magazine, Gold Coast Panache, Mercedes Benz Gold Coast).
thevalleyestate.com.au	group		V27	V27_group	0			whole scope	V27_testimonial_dated, V27_rating_displayed, V27_review_source_named, V27_third_party_badge, V27_volume_claim, V27_named_supplier_endorsement, V27_award_year_current: award year (2023) predates the capture year (2026) and the year before (2025), so award_year_current=0; no aggregate rating, dated testimonial, or third-party badge found.
thevalleyestate.com.au	group		V28	V28_group	0			whole scope	No response-time promise, hold promise, office-hours statement, or formally named enquiry contact is stated in captured scope; team-page bios (/our-people/) are Scope A-venue, not A-wedding.
thevalleyestate.com.au	unit		V29	V29_nav_label	1	## WEDDINGS	https://thevalleyestate.com.au		Home-page section heading taken as evidence of a wedding navigation entry.
thevalleyestate.com.au	unit		V29	V29_nav_depth	1			https://thevalleyestate.com.au		Wedding content appears directly on the home page and on /weddings/, one click from home.
thevalleyestate.com.au	unit		V29	V29_homepage_mention	1	Step into The Valley Estate. Nestled in the hinterland of the Currumbin Valley, discover our truly magical wedding venue.	https://thevalleyestate.com.au
thevalleyestate.com.au	unit		V29	V29_dedicated_page	1				https://thevalleyestate.com.au/weddings/	A dedicated /weddings/ page exists.
thevalleyestate.com.au	unit		V29	V29_page_count	29			https://thevalleyestate.com.au/weddings/	Count of pages independently coded page_scope=wedding among the 48 pages with content in this capture; see page rows p1-p48.
thevalleyestate.com.au	unit		V29	V29_wedding_subpages_verbatim	Weddings; Pre-Ceremony; Ceremony; Reception; Food & Drink; Available Wedding Dates; Testimonials; Explore; Our Spaces; Media; Wedding Enquiry Form			https://thevalleyestate.com.au	Sub-page labels of pages independently coded page_scope=wedding.
thevalleyestate.com.au	unit		V29	V29_downloadable_pack	1	the wedding brochure/s sent through to you	https://thevalleyestate.com.au/wedding-enquiry-form/
thevalleyestate.com.au	unit		V29	V29_pack_gated	1	the wedding brochure/s sent through to you	https://thevalleyestate.com.au/wedding-enquiry-form/		Brochure sent only after enquiry-form data submission; capture front matter confirms brochure_links=0 (no direct download link found).
thevalleyestate.com.au	group		V29	V29_group	0			whole scope	V29_faq, V29_terms_link, V29_supplier_list_link, V29_directions, V29_accessibility_page, V29_language_versions, V29_found_by_search: none stated within Scope A-wedding (a wheelchair-access statement exists on /about-us/, which is Scope A-venue).
thevalleyestate.com.au	unit		A1	A1_estate_homestead	1	The Valley Estate has been years in the making.	https://thevalleyestate.com.au/about-us/		Trading name itself is "The Valley Estate"; venue self-describes with estate/manor vocabulary throughout (The Manor, the estate).
thevalleyestate.com.au	unit		A1	A1_garden_park_botanic	1	Nine acres of perfectly maintained gardens with secluded spots, intriguing discoveries and hidden trails.	https://thevalleyestate.com.au/location/
thevalleyestate.com.au	group		A1	A1_group	0			whole scope	A1_hotel_resort, A1_pub_hotel, A1_restaurant_cafe, A1_winery_brewery_distillery, A1_function_reception_centre, A1_farm_rural_property, A1_barn_shed_venue, A1_beach_coastal_venue, A1_chapel_church, A1_museum_gallery_heritage, A1_golf_sports_club, A1_community_hall, A1_conference_centre, A1_studio_warehouse, A1_boat_or_vehicle, A1_marquee_site, A1_other: not self-applied by the venue.
thevalleyestate.com.au	unit		A2	A2_space_count	7			https://thevalleyestate.com.au/our-spaces/	The Manor, The Glasshouse, The Chapel, The Terrace, The Jetty, The Sanctuary, The Gentleman's Retreat named as wedding spaces in scope.
thevalleyestate.com.au	unit		A2	A2_whole_site_option	1	the unique opportunity to host their ceremony, photoshoot, and reception all within the one, exclusive property	https://thevalleyestate.com.au/weddings/
thevalleyestate.com.au	unit		A2	A2_indoor_and_outdoor	1	the Manor is a bright and impossibly beautiful space	https://thevalleyestate.com.au/reception/		The Manor (indoor) and The Terrace/Outdoor Garden Ceremony (outdoor) both offered; see V2 codes.
thevalleyestate.com.au	unit		A2	A2_accommodation_with_wedding	1	Exquisitely appointed accommodation options are available throughout the Currumbin Valley for your wedding night.	https://thevalleyestate.com.au/our-spaces/
thevalleyestate.com.au	group		A2	A2_group	0			whole scope	A2_package_count, A2_offsite_catering, A2_offsite_wedding, A2_equipment_hire_out, A2_venue_only_stated, A2_capacity_range_verbatim, A2_price_range_verbatim, A2_weddings_per_year_verbatim: none stated in captured wedding scope.
thevalleyestate.com.au	group		A3	A3_group	0			whole scope	A3_directory_link, A3_directory_named_verbatim, A3_review_platform_named_verbatim, A3_social_booking, A3_planner_channel, A3_fair_channel, A3_no_third_party_stated: no directory, review-platform, social-booking, planner, or fair channel is named within captured Scope A-wedding text (the capture front matter's "directories" field is dataset sampling metadata, not page content, and is not used per S7).
thevalleyestate.com.au	doc	doc1	A4	A4_doc_label_verbatim	wedding brochure/s	the wedding brochure/s sent through to you	https://thevalleyestate.com.au/wedding-enquiry-form/
thevalleyestate.com.au	doc	doc1	A4	A4_doc_gated	1	the wedding brochure/s sent through to you	https://thevalleyestate.com.au/wedding-enquiry-form/		Sent only after the enquiry form's data-entry fields are submitted.
thevalleyestate.com.au	doc	doc1	A4	A4_doc_obtained	0			https://thevalleyestate.com.au/wedding-enquiry-form/	Never requested, per protocol (§13.2 R4, A4 E1).
thevalleyestate.com.au	doc	doc1	A4	A4_doc_contains_prices	1	additional costs apply as detailed in our brochure	https://thevalleyestate.com.au/wedding-enquiry-form/		Venue's own text states the brochure holds the additional-charge figures for ceremony locations and additions.
thevalleyestate.com.au	doc	doc1	A4	A4_doc_contains_terms	1	minimum spend requirements set out below and as detailed in the wedding brochure/s sent through to me/us	https://thevalleyestate.com.au/wedding-enquiry-form/
