#TABLE venues
venue_key	unit_id	collection_type	domain	venue_name_verbatim	md_file	md_sha256	capture_date	capture_time	capture_agent	capture_method	page_language	stored_copy	viewport	slice_pages_total	slice_pages_wedding	slice_pages_venue	slice_pages_dropped	slice_truncated	scope_a_wedding_present	screening_decision	screening_flags	search_record	access_wall	offer_row_count	pcr_count	amount_count	doc_count	code_row_count	codebook_version	coder_model	coder_run_id	coded_at	duration_ms	total_cost_usd	notes
binnaburralodge.com.au			binnaburralodge.com.au	Binna Burra Lodge							120	3	14	0	0	1	enter	offer_shared_with_events=1	Not performed as a separate exhaustive search; the crawl already covers the full site (120 pages) including /weddings/ and /venues/, both trigger-word matches under the wedding-page trigger list, so an additional search would not add scope.		4	4	0	0	260	1.0					Most pages the crawler tagged [wedding] are false positives: the trigger match is the surname "Groom" (Arthur/Dave/Tony/Richard/Lisa Groom, family founders) or the building "Groom's Cottage", not a marriage-wedding word in the page's own heading/URL/opening text per S1.2.1. Only /venues/ and /weddings/ carry a genuine wedding trigger word in scope (venues/ appears twice in the crawl, weddings/ once). No monetary figure appears anywhere in Scope A-wedding.

#TABLE offers
venue_key	offer_id	offer_seq	offer_name_verbatim	offer_delimited	offer_kind	offer_source_location	offer_shared_with_events	source_url	note
binnaburralodge.com.au	offer	binnaburralodge.com.au-1	V16	V16_bar_operated	1	a bar and restaurant	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-1	V16	group	0			whole row scope	no beverage package, licensing, corkage or byo-alcohol statement
binnaburralodge.com.au	offer	binnaburralodge.com.au-1	V18	V18_accommodation_onsite	1	choose from almost 60 different room types, including our Sky Lodge apartments or our Tiny Wild Houses to create the perfect accommodation for your celebration	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-1	V18	V18_rooms_count_verbatim	almost 60 different room types	choose from almost 60 different room types	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-1	V18	V18_guest_rooms_available	1	choose from almost 60 different room types, including our Sky Lodge apartments or our Tiny Wild Houses to create the perfect accommodation for your celebration	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-1	V18	group	0			whole row scope	no minimum nights, whole-property, or couple-room-included statement
binnaburralodge.com.au	offer	binnaburralodge.com.au-1	V6	V6	1	Celebrate your wedding day on top of the world... Book your wedding with us, and let the magic of Binna Burra create memories that will last a lifetime.	https://www.binnaburralodge.com.au/weddings/	whole row scope	the offer is fully described and money is never mentioned; no price and no price route stated
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V1	V1_stage_unstated	1	it's ideal for weddings, conferences, and celebrations alike	https://www.binnaburralodge.com.au/weddings/	body	"weddings" is a bare word with no stage named
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V1	group	0			whole row scope	remaining V1 fields not stated
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V2	group	0			whole row scope	space kind implied by "Barn" name only; no stage word attached, no inference drawn (S3)
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V3	group	0			whole row scope	no layout stated
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V4	group	0			whole row scope	no guest-number capacity stated for the Barn
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V11	V11_wifi	1	Guests enjoy access to high-speed WiFi, accessible amenities, and a spacious outdoor area with a firepit and deck under the trees	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V11	V11_kitchen_access	1	a full catering kitchen	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V11	V11_heating_cooling	1	a spacious outdoor area with a firepit and deck under the trees	https://www.binnaburralodge.com.au/weddings/	body	firepit named
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V11	group	0			whole row scope	no other element from the closed list named
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V15	V15_kitchen_available	1	a full catering kitchen	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V15	group	0			whole row scope	no other catering statement
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V16	group	0			whole row scope	no beverage statement for this row
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V18	group	0			whole row scope	no accommodation statement for this row
binnaburralodge.com.au	offer	binnaburralodge.com.au-2	V6	V6	1	The Binna Burra Barn is a heritage-listed, recently renovated venue that blends rustic charm with modern comfort... it's ideal for weddings, conferences, and celebrations alike.	https://www.binnaburralodge.com.au/weddings/	whole row scope	the offer is fully described and money is never mentioned
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V1	group	0			whole row scope	no wedding-specific word restated on this row's own text; row created under §2.4 as a named space inside the wedding page's scope
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V2	group	0			whole row scope	space kind not attached to a ceremony/reception stage word
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V3	V3_layout_flexible_claim	1	depending on your specific set up requirements	https://www.binnaburralodge.com.au/weddings/	body	no named layout, capacity varies by chosen set-up
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V3	group	0			whole row scope	no named layout stated
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V4	V4_figure_verbatim	up to 35 guests	The Pottery Shed comfortably fits up to 35 guests inside depending on your specific set up requirements.	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V4	V4_construction_verbatim	comfortably fits up to	The Pottery Shed comfortably fits up to 35 guests inside	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V4	V4_stage	not_stated	The Pottery Shed comfortably fits up to 35 guests inside	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V4	V4_layout	not_stated	The Pottery Shed comfortably fits up to 35 guests inside	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V4	V4_max_band	2	up to 35 guests	https://www.binnaburralodge.com.au/weddings/	body	35 falls in 21-50 band
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V11	V11_wifi	1	with high-speed WIFI, and easy access to power	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V11	V11_power	1	easy access to power	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V11	V11_heating_cooling	1	The air conditioned building includes nearby facilities	https://www.binnaburralodge.com.au/weddings/	body	air conditioning named
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V11	group	0			whole row scope	no other element from the closed list named
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V15	group	0			whole row scope	no catering statement for this row
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V16	group	0			whole row scope	no beverage statement for this row
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V18	group	0			whole row scope	no accommodation statement for this row
binnaburralodge.com.au	offer	binnaburralodge.com.au-3	V6	V6	1	The Pottery Shed comfortably fits up to 35 guests inside depending on your specific set up requirements. The air conditioned building includes nearby facilities, with high-speed WIFI, and easy access to power.	https://www.binnaburralodge.com.au/weddings/	whole row scope	the offer is fully described and money is never mentioned
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V1	group	0			whole row scope	no wedding-specific word restated on this row's own text; row created under §2.4 as a named space inside the wedding page's scope
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V2	group	0			whole row scope	space kind not attached to a ceremony/reception stage word
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V3	V3_standing_cocktail	1	The outside uncovered terrace can also fit up to 40 guests for standup events or outdoor presentations.	https://www.binnaburralodge.com.au/weddings/	body	standup/standing layout stated
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V3	V3_layout_flexible_claim	1	depending on your set up requirements	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V3	group	0			whole row scope	no other named layout
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V4	V4_figure_verbatim	10 to 15 guests	This cosy cottage comfortably fits 10 to 15 guests inside depending on your set up requirements.	https://www.binnaburralodge.com.au/weddings/	body	indoor capacity record
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V4	V4_figure_verbatim	up to 40 guests	The outside uncovered terrace can also fit up to 40 guests for standup events or outdoor presentations.	https://www.binnaburralodge.com.au/weddings/	body	outdoor terrace capacity record, standing
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V4	V4_max_band	2	up to 40 guests	https://www.binnaburralodge.com.au/weddings/	body	40 falls in 21-50 band; the two stated capacities (10-15 and up to 40) are never combined (S4)
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V11	group	0			whole row scope	no element from the closed list named on this row
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V15	group	0			whole row scope	no catering statement for this row
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V16	group	0			whole row scope	no beverage statement for this row
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V18	group	0			whole row scope	no accommodation statement for this row
binnaburralodge.com.au	offer	binnaburralodge.com.au-4	V6	V6	1	This cosy cottage comfortably fits 10 to 15 guests inside depending on your set up requirements. The outside uncovered terrace can also fit up to 40 guests for standup events or outdoor presentations.	https://www.binnaburralodge.com.au/weddings/	whole row scope	the offer is fully described and money is never mentioned
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V5	group	0			whole pcr scope	no time block, slot time or access period stated
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V7	group	0			whole pcr scope	no price basis stated (V6=1, no price at all)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V12	V12_bar_structure	4	Our new lodge will boast an 80 person seated dining space with a bar and restaurant	https://www.binnaburralodge.com.au/weddings/	body	no price at all on this row; element enumerated in the row's own description (§6.2 R2)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V12	V12_heating_cooling	4	Immerse yourself in the warmth of indoor and outdoor fireplace	https://www.binnaburralodge.com.au/weddings/	body	no price at all on this row; element enumerated in the row's own description (§6.2 R2)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V12	V12_accommodation_guests	4	choose from almost 60 different room types, including our Sky Lodge apartments or our Tiny Wild Houses to create the perfect accommodation for your celebration	https://www.binnaburralodge.com.au/weddings/	body	no price at all on this row; element enumerated in the row's own description (§6.2 R2)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V12	group	0			whole pcr scope	remaining V12 elements not present (V11=0)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V13	V13_venue_access	6	an 80 person seated dining space	https://www.binnaburralodge.com.au/weddings/	body	the space itself is the wedding offer
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V13	V13_food	6	an 80 person seated dining space with a bar and restaurant	https://www.binnaburralodge.com.au/weddings/	body	restaurant/dining space enumerated in the offer's own description
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V13	V13_beverage	6	a bar and restaurant	https://www.binnaburralodge.com.au/weddings/	body	bar enumerated in the offer's own description
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V13	V13_accommodation	6	to create the perfect accommodation for your celebration	https://www.binnaburralodge.com.au/weddings/	body	accommodation enumerated in the offer's own description
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V13	group	0			whole pcr scope	remaining cost blocks (ceremony, service_staff, coordination, styling, furniture_equipment, entertainment, photography, celebrant_legal, cake, transport) not addressed
binnaburralodge.com.au	pcr	binnaburralodge.com.au-1-1	V14	group	0			whole pcr scope	no package or hire-mode label stated
binnaburralodge.com.au	pcr	binnaburralodge.com.au-2-1	V5	group	0			whole pcr scope	no time block stated
binnaburralodge.com.au	pcr	binnaburralodge.com.au-2-1	V7	group	0			whole pcr scope	no price basis stated
binnaburralodge.com.au	pcr	binnaburralodge.com.au-2-1	V12	V12_wifi	4	Guests enjoy access to high-speed WiFi	https://www.binnaburralodge.com.au/weddings/	body	no price at all on this row; element enumerated in the row's own description (§6.2 R2)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-2-1	V12	V12_kitchen_access	4	a full catering kitchen	https://www.binnaburralodge.com.au/weddings/	body	no price at all on this row; element enumerated in the row's own description (§6.2 R2)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-2-1	V12	V12_heating_cooling	4	a spacious outdoor area with a firepit and deck under the trees	https://www.binnaburralodge.com.au/weddings/	body	no price at all on this row; element enumerated in the row's own description (§6.2 R2)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-2-1	V12	group	0			whole pcr scope	remaining V12 elements not present (V11=0)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-2-1	V13	V13_venue_access	6	The Binna Burra Barn is a heritage-listed, recently renovated venue that blends rustic charm with modern comfort	https://www.binnaburralodge.com.au/weddings/	body	the space itself is the wedding offer
binnaburralodge.com.au	pcr	binnaburralodge.com.au-2-1	V13	group	0			whole pcr scope	remaining cost blocks not addressed for this row
binnaburralodge.com.au	pcr	binnaburralodge.com.au-2-1	V14	group	0			whole pcr scope	no package or hire-mode label stated
binnaburralodge.com.au	pcr	binnaburralodge.com.au-3-1	V5	group	0			whole pcr scope	no time block stated
binnaburralodge.com.au	pcr	binnaburralodge.com.au-3-1	V7	group	0			whole pcr scope	no price basis stated
binnaburralodge.com.au	pcr	binnaburralodge.com.au-3-1	V12	V12_wifi	4	with high-speed WIFI, and easy access to power	https://www.binnaburralodge.com.au/weddings/	body	no price at all on this row; element enumerated in the row's own description (§6.2 R2)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-3-1	V12	V12_power	4	easy access to power	https://www.binnaburralodge.com.au/weddings/	body	no price at all on this row; element enumerated in the row's own description (§6.2 R2)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-3-1	V12	V12_heating_cooling	4	The air conditioned building	https://www.binnaburralodge.com.au/weddings/	body	no price at all on this row; element enumerated in the row's own description (§6.2 R2)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-3-1	V12	group	0			whole pcr scope	remaining V12 elements not present (V11=0)
binnaburralodge.com.au	pcr	binnaburralodge.com.au-3-1	V13	V13_venue_access	6	The Pottery Shed comfortably fits up to 35 guests inside depending on your specific set up requirements	https://www.binnaburralodge.com.au/weddings/	body	the space itself is the wedding offer
binnaburralodge.com.au	pcr	binnaburralodge.com.au-3-1	V13	group	0			whole pcr scope	remaining cost blocks not addressed for this row
binnaburralodge.com.au	pcr	binnaburralodge.com.au-3-1	V14	group	0			whole pcr scope	no package or hire-mode label stated
binnaburralodge.com.au	pcr	binnaburralodge.com.au-4-1	V5	group	0			whole pcr scope	no time block stated
binnaburralodge.com.au	pcr	binnaburralodge.com.au-4-1	V7	group	0			whole pcr scope	no price basis stated
binnaburralodge.com.au	pcr	binnaburralodge.com.au-4-1	V12	group	9			whole pcr scope	no V11 element coded 1 on this row; V12 not applicable
binnaburralodge.com.au	pcr	binnaburralodge.com.au-4-1	V13	V13_venue_access	6	This cosy cottage comfortably fits 10 to 15 guests inside depending on your set up requirements	https://www.binnaburralodge.com.au/weddings/	body	the space itself is the wedding offer
binnaburralodge.com.au	pcr	binnaburralodge.com.au-4-1	V13	group	0			whole pcr scope	remaining cost blocks not addressed for this row
binnaburralodge.com.au	pcr	binnaburralodge.com.au-4-1	V14	group	0			whole pcr scope	no package or hire-mode label stated
binnaburralodge.com.au	unit		V9	group	0			whole Scope A-wedding	no deposit, bond, payment schedule, min-spend or cancellation term stated in wedding scope
binnaburralodge.com.au	unit		V10	group	0			whole Scope A-wedding	no day/season/year price band stated
binnaburralodge.com.au	unit		V17	group	0			whole Scope A-wedding	no exclusivity statement anywhere in wedding scope
binnaburralodge.com.au	unit		V19	group	0			whole Scope A-wedding	no curfew, noise, permit or prohibition statement in wedding scope
binnaburralodge.com.au	unit		V20	group	0			whole Scope A-wedding	no buyer obligation or compliance statement in wedding scope
binnaburralodge.com.au	unit		V21	V21_phone	1	07 55 333 622	https://www.binnaburralodge.com.au/contact/	Contact Us block	phone published site-wide on the Contact page (Scope A-venue); no wedding-page-specific contact detail found
binnaburralodge.com.au	unit		V21	V21_enquiry_form	1	## **ENQUIRE:**	https://www.binnaburralodge.com.au/weddings/	body	enquiry heading on the wedding page itself; the form's own field labels are not rendered as text in the captured slice
binnaburralodge.com.au	unit		V21	V21_lowest_friction	form	## **ENQUIRE:**	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	unit		V21	group	0			whole Scope A-wedding/venue	no instant-book, online-request, email, messaging, pack-request, third-party, calendar or PDF-form route stated
binnaburralodge.com.au	unit		V22	group	0			whole Scope A-wedding	no tour, open day, virtual tour or viewing-route statement in wedding scope
binnaburralodge.com.au	unit		V23	group	0			whole Scope A-wedding	no lead-time, booking-horizon, days-available or availability statement in wedding scope
binnaburralodge.com.au	unit		V24	V24_row_count	4			computed	four wedding-offer rows created under §2.4: one general row and three named spaces
binnaburralodge.com.au	unit		V24	V24_pcr_count	4			computed	one PCR per row, all unpriced
binnaburralodge.com.au	unit		V24	V24_inclusions_list_published	1	Featuring timber floors, original stonework, a rainforest-view window, and a full catering kitchen, it's ideal for weddings, conferences, and celebrations alike. Guests enjoy access to high-speed WiFi, accessible amenities, and a spacious outdoor area with a firepit and deck under the trees.	https://www.binnaburralodge.com.au/weddings/	Heritage Barn description	functions as an enumerated features/inclusions list for the space
binnaburralodge.com.au	unit		V24	group	0			whole Scope A-wedding	no named tiers, comparison table, capacity table, rate card, add-ons, custom offer, recommended tier, elopement tier, ceremony-only offer, exclusions list, supplier list, or planning guide published
binnaburralodge.com.au	unit		V25	group	0			whole Scope A-wedding	no price published anywhere in the wedding scope; V25_first_price_location = 0 by definition
binnaburralodge.com.au	unit		V26	group	0			whole Scope A-wedding	no image markup, caption, gallery, video, floor plan or dimension statement captured in the wedding-scope text
binnaburralodge.com.au	unit		V27	group	0			whole Scope A-wedding	no testimonial, rating, award or volume claim in the wedding scope (site-wide awards on the about page are outside Scope A-wedding, S8)
binnaburralodge.com.au	unit		V28	group	0			whole Scope A-wedding	no response-time or confirmation promise stated in the wedding scope
binnaburralodge.com.au	unit		V29	V29_dedicated_page	1	https://www.binnaburralodge.com.au/weddings/	https://www.binnaburralodge.com.au/weddings/	URL	a page of its own is dedicated to the wedding offer
binnaburralodge.com.au	unit		V29	V29_page_count	2			computed	/weddings/ and /venues/ (the latter duplicated in the crawl) both carry wedding-offer content
binnaburralodge.com.au	unit		V29	group	0			whole Scope A-wedding/venue	navigation menu markup not captured in the slice, so nav_label/nav_depth/homepage_mention cannot be coded; no downloadable pack, FAQ, terms link, supplier list link, directions, accessibility page, language versions, or search-only discovery stated
binnaburralodge.com.au	unit		A1	A1_hotel_resort	1	One of Australia's longest-established nature-based resorts, Binna Burra Mountain Lodge was founded in 1933	https://www.binnaburralodge.com.au/about/	A Rich History	self-description as a "resort"
binnaburralodge.com.au	unit		A1	group	0			whole Scope A-venue about page	no other closed-list category self-applied
binnaburralodge.com.au	unit		A2	A2_space_count	3	The Heritage Barn... The Pottery Shed... Groom's Cottage	https://www.binnaburralodge.com.au/weddings/	body	three separately named wedding spaces
binnaburralodge.com.au	unit		A2	A2_indoor_and_outdoor	1	a spacious outdoor area with a firepit and deck under the trees	https://www.binnaburralodge.com.au/weddings/	Heritage Barn description	indoor barn plus outdoor firepit/deck area; also Groom's Cottage's indoor cottage plus outdoor terrace
binnaburralodge.com.au	unit		A2	A2_accommodation_with_wedding	1	choose from almost 60 different room types, including our Sky Lodge apartments or our Tiny Wild Houses to create the perfect accommodation for your celebration	https://www.binnaburralodge.com.au/weddings/	body
binnaburralodge.com.au	unit		A2	A2_capacity_range_verbatim_low	10 to 15 guests	This cosy cottage comfortably fits 10 to 15 guests inside	https://www.binnaburralodge.com.au/weddings/	Groom's Cottage description	published low end; not combined with the high end (S4)
binnaburralodge.com.au	unit		A2	A2_capacity_range_verbatim_high	80 person seated dining space	Our new lodge will boast an 80 person seated dining space	https://www.binnaburralodge.com.au/weddings/	general row	published high end; not combined with the low end (S4)
binnaburralodge.com.au	unit		A2	group	0			whole Scope A-wedding	no named packages, whole-site option, off-site catering/wedding, equipment hire-out, venue-only statement, or weddings-per-year figure
binnaburralodge.com.au	unit		A3	group	0			whole Scope A-wedding	no directory, review platform, social-booking, planner or fair channel named in wedding scope; no third-party-only statement
